Keyphrase,Address,Position,Title,URL,Ahrefs Volume (US),Global Volume,Keyword Difficulty,CPC (USD),Clicks,Traffic Potential,Parent Topic
24/7,https://www.arizona.edu/search/ua?keys=24/7,1,24/7 Support Center | University Information Technology Services University Information Technology Services,https://it.arizona.edu/node/627,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,2,24/7 Support | University Information Technology Services University Information Technology Services,https://it.arizona.edu/support/247-support-center,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,3,24/7 Support | University Information Technology Services,https://it.arizona.edu/support/247-support-center,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,4,24/7 Support Center - Service Portal uarizona,https://uarizona.service-now.com/sp?id=sc_cat_item&sys_id=41a83171dbe96054c72d5eea4b961932,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,5,24/7 IT Support Center Moved to Slonaker House | University of Arizona News University of Arizona News,https://news.arizona.edu/uannounce/247-it-support-center-moved-slonaker-house,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,6,24/7 Drop-Off Service | University of Arizona News University of Arizona News,https://news.arizona.edu/uannounce/247-drop-service,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,7,24/7 Lounge Opening in Student Success District August 2 | University Information Technology Services University Information Technology Services,https://it.arizona.edu/news/247-lounge-opening-student-success-district-august-2,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,8,24/7 Lounge Opening in Student Success District August 2 | University of Arizona News University of Arizona News,https://news.arizona.edu/uannounce/247-lounge-opening-student-success-district-august-2,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,9,24/7 Hours During 2021 Closure | University Information Technology Services University Information Technology Services,https://it.arizona.edu/news/247-hours-during-2021-closure,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,10,24/7 IT Support Center Moving October 24 | University of Arizona News University of Arizona News,https://news.arizona.edu/uannounce/247-it-support-center-moving-october-24,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,11,From 24/7 to Full Speed Ahead | University Information Technology Services University Information Technology Services,https://it.arizona.edu/news/247-full-speed-ahead,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,12,How AZPM Relocated a 24/7 Media Operation Without Missing a Beat | University Information Technology Services University Information Technology Services,https://it.arizona.edu/news/how-azpm-relocated-247-media-operation-without-missing-beat,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,13,NetID+ Requirement Deadline Approaching | University of Arizona News University of Arizona News,https://news.arizona.edu/uannounce/netid-requirement-deadline-approaching,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,14,Student Health Insurance Referral Requirement | Campus Health Campus Health,https://health.arizona.edu/student-health-insurance-referral-requirement,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,15,Kirk Sibley | Wildcat Mentor Society Wildcat Mentor Society,https://wms.arizona.edu/person/kirk-sibley,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,16,Registration Requirements | Arizona International Arizona International,https://international.arizona.edu/travel/registry-requirements,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,17,"Technical Requirements | College of Agriculture, Life & Environmental Sciences College of Agriculture, Life & Environmental Sciences",https://cales.arizona.edu/future-students/how-apply/technical-requirements,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,18,Technical Requirements | The University of Arizona Online University of Arizona Online,https://online.arizona.edu/about/technical-requirements,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,19,Required Trainings Policy and English Proficiency | Graduate Assistantships and Associateships grad,https://grad.arizona.edu/gaships/policies/required-trainings-and-english-proficiency-policy,15000,78000,80,0.1,4976,136000,247 sports
24/7,https://www.arizona.edu/search/ua?keys=24/7,20,Undergraduate University Admissions: Transfer Students | Eller College of Management Eller College of Management,https://eller.arizona.edu/programs/undergraduate/admissions/transfer,15000,78000,80,0.1,4976,136000,247 sports
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,1,"2023 Conference | Stuart Hameroff, MD Stuart Hameroff, MD",https://hameroff.arizona.edu/center-consciousness-studies/2023-conference,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,2,2023 AISES National Conference | Indigenous Resilience Center (IRes) Indigenous Resilience Center (IRes),https://resilience.arizona.edu/events/2023-aises-national-conference,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,3,Annual agriculture technology conference showcases advancements in the field | Government and Community Relations Government and Community Relations,https://gcr.arizona.edu/news/annual-agriculture-technology-conference-showcases-advancements-field,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,4,Crossroads Conference 2023 | Staff Council Staff Council,https://staffcouncil.arizona.edu/events/crossroads-conference-2023,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,5,POD Conference 2023 | General Education General Education,https://ge.arizona.edu/pod-conference-2023,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,6,WRRC 2023 Annual Conference | Arizona Environment Arizona Environment,https://environment.arizona.edu/events/wrrc-2023-annual-conference,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,7,UAGIST meetup at ESRI User Conference 2023 | Geographic Information Systems Technology Programs Geographic Information Systems Technology Programs,https://gis.arizona.edu/news/uagist-meetup-esri-user-conference-2023,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,8,2023 L2ML Conference | CERCLL cercll,https://cercll.arizona.edu/l2ml-2023/,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,9,"2023 Women In Microscopy Conference - March 8, 2023 | UA Microscopy Alliance UA Microscopy Alliance",https://microscopy.arizona.edu/news/2023-women-microscopy-conference-march-8-2023,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,10,Spring 2023 National Science Foundation Virtual Grants Conference | College of Social & Behavioral Sciences Research Institute College of Social & Behavioral Sciences Research Institute,https://sbsri.sbs.arizona.edu/news/spring-2023-national-science-foundation-virtual-grants-conference,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,11,2023 National Conference on Undergraduate Research - Abstract submission deadline extended to December 7 | Undergraduate Research | University of Arizona Undergraduate Research | University of Arizona,https://ur.arizona.edu/events/256795-2023-national-conference-undergraduate-research-abstract-submission-deadline-extended,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,12,2023 National Rural EMS & Care Conference | Center For Rural Health Center For Rural Health,https://crh.arizona.edu/events/2023-national-rural-ems-care-conference,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,13,Bioinformatics Community Conference | CyVerse CyVerse,https://cyverse.arizona.edu/bcc2020,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,14,National PFAS Conference Accommodations | Research and Partnerships Research and Partnerships,https://research.arizona.edu/pfas-2026/national-pfas-conference-accommodations,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,15,2026 AISES National Conference | Haury Program Haury Program,https://haury.arizona.edu/events/2026-aises-national-conference,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,16,Youth Conferences | UA Cooperative Extension UA Cooperative Extension,https://extension.arizona.edu/programs/4-h/state-4-h-programs/stem-youniversity/youth-conferences,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,17,2023 Horses Connecting Communities Across the Navajo Nation | Indigenous Resilience Center (IRes) Indigenous Resilience Center (IRes),https://resilience.arizona.edu/events/2023-horses-connecting-communities-across-navajo-nation,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,18,"2023 Horses Connecting Communities Across The Navajo Nation | Native American Advancement, Initiatives, and Research Native American Advancement, Initiatives, and Research",https://naair.arizona.edu/events/2023-horses-connecting-communities-across-navajo-nation,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,19,Global Literacy Communities Virtual Conference | CERCLL cercll,https://cercll.arizona.edu/event/globalcomconf/,,,,,,,
2023 National Extension Technology Community Conference,https://www.arizona.edu/search/ua?keys=2023%20National%20Extension%20Technology%20Community%20Conference,20,National Conference of Consitutional Law Scholars | Law Law,https://law.arizona.edu/events/12822-national-conference-consitutional-law-scholars,,,,,,,
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,1,2025-2026 Trainees | College of Medicine - Tucson College of Medicine - Tucson,https://medicine.arizona.edu/internal-resources/pediatrics/pediatric-pulmonary-center/current-trainees,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,2,2025-2026 Cohort | Sonoran Center for Excellence in Disabilities Sonoran Center for Excellence in Disabilities,https://sonorancenter.arizona.edu/2025-2026-cohort,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,3,Academic Calendar: 2025-2026 Graphic View | College of Medicine - Tucson College of Medicine - Tucson,https://medicine.arizona.edu/internal-resources/form/academic-calendar-2025-2026-graphic-view,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,4,2025-2026 CampusCare Bridge Program | Campus Health Campus Health,https://health.arizona.edu/campuscare-2025-2026,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,5,2025-2026 Terms and Conditions | Office of Scholarships & Financial Aid Office of Scholarships & Financial Aid,https://financialaid.arizona.edu/2025-2026-terms-and-conditions,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,6,2025-2026 University Catalog is Now Available | University of Arizona News University of Arizona News,https://news.arizona.edu/uannounce/2025-2026-university-catalog-now-available,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,7,Geosciences Colloquium Series: 2025-2026 | The Department of Geosciences The Department of Geosciences,https://geo.arizona.edu/colloquium,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,8,2025-2026 Executive Officers | ASUA Today ASUA Today,https://asuatoday.arizona.edu/people/2025-2026-executive-officers,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,9,Celebration of COM-T Faculty Promotions: 2025-2026 | College of Medicine - Tucson College of Medicine - Tucson,https://medicine.arizona.edu/internal-resources/faculty-affairs/celebrations-com-t-faculty-promotions-2025-2026,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,10,2025-2026 FAFSA Filing Workshop | New Start New Start,https://newstart.arizona.edu/events/2025-2026-fafsa-filing-workshop,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,11,CIRTL Postdoc Pathways Welcomes 2025-2026 Cohort | UCATT UCATT,https://ucatt.arizona.edu/news/cirtl-postdoc-pathways-welcomes-2025-2026-cohort,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,12,Student Health Insurance Plan 2025-2026 | Campus Health Campus Health,https://health.arizona.edu/student-health-insurance-plan-2025-2026,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,13,First-Year Students: 2025-2026 Cohort | Arizona Assurance Arizona Assurance,https://assurance.arizona.edu/program-requirements/1st-year-students,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,14,Calendar of Religious Holidays: Academic Year 2025-2026 | Office of the Registrar Office of the Registrar,https://registrar.arizona.edu/calendar-religious-holidays-academic-year-2025-2026,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,15,Congratulations to the AY 2025-2026 GIDP Graduates! | Graduate Interdisciplinary Programs Graduate Interdisciplinary Programs,https://gidp.arizona.edu/congratulations-ay-2025-2026-gidp-graduates,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,16,2025-2026 BUMD Approved Housestaff Salaries | College of Medicine - Tucson College of Medicine - Tucson,https://medicine.arizona.edu/internal-resources/form/2025-2026-bumd-approved-housestaff-salaries,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,17,Meet the 2025-2026 UBRP Ambassadors | Undergraduate Biology Research Program Undergraduate Biology Research Program,https://ubrp.arizona.edu/news/meet-2025-2026-ubrp-ambassadors,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,18,A.Y. 2025-2026 UGC Council Members | Curricular Affairs Curricular Affairs,https://curricularaffairs.arizona.edu/undergraduate-council/ay-2025-2026-ugc-council-members,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,19,AY 2025-2026 Full UGC Meeting Dates | Curricular Affairs Curricular Affairs,https://curricularaffairs.arizona.edu/undergraduate-council/meeting-dates,1900,8400,0,0.08,,98000,when is spring break 2026
2025-2026,https://www.arizona.edu/search/ua?keys=2025-2026,20,2025-2026 Global Ambassadors | Arizona International Arizona International,https://international.arizona.edu/international-students/2025-2026-global-ambassadors,1900,8400,0,0.08,,98000,when is spring break 2026
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,1,Colorado Basin Incentive-Based Urban Water Policies: Review and Evaluation | CLIMAS CLIMAS,https://climas.arizona.edu/publication/colorado-basin-incentive-based-urban-water-policies-review-and-evaluation,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,2,FAQ - Where can I get my 1098T? | Office of Scholarships & Financial Aid Office of Scholarships & Financial Aid,https://financialaid.arizona.edu/node/250,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,3,Common Tax Forms | Arizona International Arizona International,https://international.arizona.edu/international-students/taxes/common-tax-forms,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,4,Frequently Asked Questions | Arizona International Arizona International,https://international.arizona.edu/international-students/taxes/frequently-asked-questions,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,5,Common Tax Forms | Arizona International Arizona International,https://international.arizona.edu/international-faculty/taxes/common-tax-forms,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,6,Frequently Asked Questions | Arizona International Arizona International,https://international.arizona.edu/international-faculty/taxes/frequently-asked-questions,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,7,Monarch population decline in North America: Identifying threatening processes | Migratory Species and the Respectful Governance of their Habitats (EMIGRA) Migratory Species and the Respectful Governance of their Habitats (EMIGRA),https://emigra.arizona.edu/node/94,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,8,Where can I find information about aid/stipends/scholarships and taxes? | Lunar and Planetary Laboratory & Department of Planetary Sciences Intranet Lunar and Planetary Laboratory & Department of Planetary Sciences Intranet,https://intranet.lpl.arizona.edu/core/install.php/faq/graduate-student/where-can-i-find-information-about-aidstipendsscholarships-and-taxes,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,9,SanDisk Cruzer USB flash drive - 4 GB | COH-IT COH-IT,https://coh-it.arizona.edu/purchase_req/sandisk-cruzer-usb-flash-drive-4-gb,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,10,Charles Lee | Facilities Management Facilities Management,https://fm.ufs.arizona.edu/person/charles-lee,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,11,Kevin Keller | Facilities Management Facilities Management,https://fm.ufs.arizona.edu/person/kevin-keller,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,12,Jorge Elizondo | Facilities Management Facilities Management,https://fm.ufs.arizona.edu/person/jorge-elizondo,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,13,Richard Lower | Facilities Management Facilities Management,https://fm.ufs.arizona.edu/person/richard-lower,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,14,Kelly Scott | Facilities Management Facilities Management,https://fm.ufs.arizona.edu/person/kelly-scott,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,15,Douglas Orton | Facilities Management Facilities Management,https://fm.ufs.arizona.edu/person/douglas-orton,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,16,"Wulfila Gronenberg, Ph.D. | Department of Neuroscience Department of Neuroscience",https://neurosci.arizona.edu/person/wulfila-gronenberg-phd,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,17,J. Roger Angel | Wyant College of Optical Sciences Wyant College of Optical Sciences,https://www.optics.arizona.edu/person/j-roger-angel,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,18,Stephen Granato | Facilities Management Facilities Management,https://fm.ufs.arizona.edu/person/stephen-granato,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,19,John Canez | Facilities Management Facilities Management,https://fm.ufs.arizona.edu/person/john-canez,18000,18000,39,0.1,15136,63000,1098-t
1098-T,https://www.arizona.edu/search/ua?keys=1098-T,20,"Dell Inspiron 14z Ultrabook, docking station | COH-IT COH-IT",https://coh-it.arizona.edu/purchase_req/dell-inspiron-14z-ultrabook-docking-station,18000,18000,39,0.1,15136,63000,1098-t
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,1,2024-2025 Cohort | Sonoran Center for Excellence in Disabilities Sonoran Center for Excellence in Disabilities,https://sonorancenter.arizona.edu/2024-2025-cohort,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,2,2024-2025 Terms and Conditions | Office of Scholarships & Financial Aid Office of Scholarships & Financial Aid,https://financialaid.arizona.edu/types-of-aid/scholarships/2024-2025-terms-and-conditions,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,3,2024-2025 Senators | ASUA Today ASUA Today,https://asuatoday.arizona.edu/people/2024-2025-senators,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,4,Welcome 2024-2025 Carson Scholars | Carson Scholars Program Carson Scholars Program,https://carson.arizona.edu/news/welcome-2024-2025-carson-scholars,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,5,Introducing the 2024-2025 Postdoc Pathways Cohort! | Academic Affairs Academic Affairs,https://academicaffairs.arizona.edu/news/introducing-2024-2025-postdoc-pathways-cohort,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,6,2024-2025 Terms and Conditions | Office of Scholarships & Financial Aid,https://financialaid.arizona.edu/types-of-aid/scholarships/2024-2025-terms-and-conditions,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,7,2024-2025 SME Metallic Design Competition | Engineering Interdisciplinary Capstone Engineering Interdisciplinary Capstone,https://icap.engineering.arizona.edu/node/1302,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,8,2024-2025 CAPLA Data Science Ambassador (DSA) | CAPLA Commons CAPLA Commons,https://caplacommons.arizona.edu/news/2024-2025-capla-data-science-ambassador-dsa,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,9,Impact Reports 2024-2025 | AZProjectWET AZProjectWET,https://projectwet.arizona.edu/impact-reports-2024-2025,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,10,Second-Year Students: 2024-2025 Cohort | Arizona Assurance Arizona Assurance,https://assurance.arizona.edu/program-requirements/2nd-year-students,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,11,2024-2025 PAWS Officers | UArizona Department of Chemistry and Biochemistry UArizona Department of Chemistry and Biochemistry,https://cbc.arizona.edu/news/2024-2025-paws-officers,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,12,2024-2025 FAFSA Forum | Office of Scholarships & Financial Aid Office of Scholarships & Financial Aid,https://financialaid.arizona.edu/events/2024-2025-fafsa-forum,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,13,2024-2025 Academic Year Webinar Recordings | CERCLL cercll,https://cercll.arizona.edu/2024-25aywebinars/,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,14,A.Y. 2024-2025 Academic Programs Subcommittee | Curricular Affairs Curricular Affairs,https://curricularaffairs.arizona.edu/undergraduate-council/past-ugc-information/ay-2024-2025-academic-programs-subcommittee,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,15,A.Y. 2024-2025 Curriculum & Policies Subcommittee | Curricular Affairs Curricular Affairs,https://curricularaffairs.arizona.edu/undergraduate-council/past-ugc-information/ay-2024-2025-curriculum-%26-policies-subcommittee,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,16,A.Y. 2024-2025 UGC Meeting Dates | Curricular Affairs Curricular Affairs,https://curricularaffairs.arizona.edu/undergraduate-council/past-ugc-information/ay-2024-2025-ugc-meeting-dates,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,17,Moore Inventor Fellows 2024-2025 | Research and Partnerships Research and Partnerships,https://research.arizona.edu/development/limited-submission/moore-inventor-fellows-2024-2025,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,18,Outstanding Students of 2024-2025 | Wyant College of Optical Sciences Wyant College of Optical Sciences,https://www.optics.arizona.edu/news/outstanding-students-2024-2025,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,19,A.Y. 2024-2025 Undergraduate Council Voting Members | Curricular Affairs Curricular Affairs,https://curricularaffairs.arizona.edu/undergraduate-council/past-ugc-information/ay-2024-2025-undergraduate-council-voting-members,800,2600,5,0.2,,3500,2024-2025 calendar
2024-2025,https://www.arizona.edu/search/ua?keys=2024-2025,20,2024-2025 Global Ambassadors | Arizona International Arizona International,https://international.arizona.edu/international-students/2024-2025-global-ambassadors,800,2600,5,0.2,,3500,2024-2025 calendar
AI,https://www.arizona.edu/search/ua?keys=AI,1,Learning and AI | UCATT UCATT,https://ucatt.arizona.edu/events/learning-and-ai,2930000,14920000,95,0.8,1290131,325000,ai
AI,https://www.arizona.edu/search/ua?keys=AI,2,AI Town Hall showcases responsible AI efforts across campus | Artificial Intelligence Artificial Intelligence,https://responsibleai.arizona.edu/news/ai-town-hall-showcases-responsible-ai-efforts-across-campus,2930000,14920000,95,0.8,1290131,325000,ai
AI,https://www.arizona.edu/search/ua?keys=AI,3,ML/AI | CyVerse CyVerse,https://cyverse.arizona.edu/platforms/mlai,2930000,14920000,95,0.8,1290131,325000,ai
AI,https://www.arizona.edu/search/ua?keys=AI,4,Designing AI-enhanced Learning Activities (All in on AI) | UCATT UCATT,https://ucatt.arizona.edu/events/designing-ai-enhanced-learning-activities-all-ai,2930000,14920000,95,0.8,1290131,325000,ai
AI,https://www.arizona.edu/search/ua?keys=AI,5,Teaching with AI | UCATT UCATT,https://ucatt.arizona.edu/ai-teaching/overview,2930000,14920000,95,0.8,1290131,325000,ai
AI,https://www.arizona.edu/search/ua?keys=AI,6,Teaching with AI | UCATT UCATT,https://ucatt.arizona.edu/ai-teaching/teaching-ai,2930000,14920000,95,0.8,1290131,325000,ai
AI,https://www.arizona.edu/search/ua?keys=AI,7,AI in the Classroom: How Faculty Are Adapting to AI in Higher Education | UCATT UCATT,https://ucatt.arizona.edu/news/ai-classroom-how-faculty-are-adapting-ai-higher-education,2930000,14920000,95,0.8,1290131,325000,ai
AI,https://www.arizona.edu/search/ua?keys=AI,8,Discourse AI | English English,https://english.arizona.edu/digtalsignage/discourse-ai,2930000,14920000,95,0.8,1290131,325000,ai
AI,https://www.arizona.edu/search/ua?keys=AI,9,AI & U | SALT Center SALT Center,https://salt.arizona.edu/events/ai-u,2930000,14920000,95,0.8,1290131,325000,ai
AI,https://www.arizona.edu/search/ua?keys=AI,10,AI & U | SALT Center SALT Center,https://salt.arizona.edu/node/875,2930000,14920000,95,0.8,1290131,325000,ai
AI,https://www.arizona.edu/search/ua?keys=AI,11,Generative AI for Instructors: Talking to Students About AI | UCATT UCATT,https://ucatt.arizona.edu/events/generative-ai-instructors-talking-students-about-ai,2930000,14920000,95,0.8,1290131,325000,ai
AI,https://www.arizona.edu/search/ua?keys=AI,12,AI Research Networking Session: Fundamental or applied AI research | Research and Partnerships Research and Partnerships,https://research.arizona.edu/events/ai-research-networking-session-fundamental-or-applied-ai-research,2930000,14920000,95,0.8,1290131,325000,ai
